#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1281	The Arklow water supply scheme, stage 3, is approved for construction under my Department's Water Services Investment Programme 2002-04.On 14 February 2002 my Department approved Arklow Town Council's contract documents for site investigation of proposed new groundwater sources. The results of the site investigation will form the basic input parameters to the design build operate contract for the new treatment plant.In the meantime, I have approved funding for a replacement dissolved air flotation unit at the existing treatment plant to resolve immediate supply deficiencies in the town.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1282	The payments made by my Department, including Dúchas and Enfo, to environmental NGOs from 1997 to 20 November 2002 amounted to €7,088,407.68 together with Sterling £19,441.43. Aggregate amounts are set out as follows.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1283	The receipt of additional information requested from the applicant is awaited.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1284	I propose to take Questions Nos. 870 and 872 together.While Safe Home is an approved voluntary housing body, it has not undertaken any project under my Department's voluntary housing schemes. Under the amendment made to the terms of the capital assistance scheme in November 2001, up to 25% of accommodation in new projects provided throughout the country by individual voluntary housing bodies with funding under the scheme may be allocated to elderly returning emigrants who satisfy eligibility criteria in relation to their present circumstances and are included in the Safe Home waiting list. Safe Home carries out a co-ordinating role liaising with relevant individual voluntary housing bodies throughout the country in relation to accommodation for eligible elderly emigrants who are included in their waiting list.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1285	Some €60,000 in grant in aid was provided by my Department directly to Safe Home Programme Limited in 2002 towards its administrative and running costs. No other funding has been provided directly by my Department or through Mayo County Council to the Safe Home programme.
Question No. 872 answered with Question No. 870.

#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1286	I propose to take Questions Nos. 873 and 915 together.The Government's legislation programme currently envisages that this Bill will be published by mid-2003.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1287	There is no such proposal at present.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1288	My Department has not participated in such meetings.I understand that the church body has been in contact with the Heritage Council regarding funding but that an application has yet to be formally submitted to the council. It would be a matter for the church body to pursue the question of an application further with the Heritage Council.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1289	All of the bogs advertised as proposed NHAs or cSACs in December 2002 are in the raised bog category, which is mainly found in the Midlands. I consider designation proposals for raised bogs to be complete and I have no plans to propose designation of further sites for this type of bog habitat.Blanket bog habitat characteristically occurs at all altitudes in the western coastal counties, from west Cork to Donegal, and on mountain ranges further east, notably in Counties Cavan, Laois, Offaly, Tipperary, Waterford and Wicklow. A substantial proportion of this particular type of bog has already been protected within candidate Special Areas of Conservation, cSACs, under the EU Habitats Directive.With the completion of proposals for designation of raised bogs, the blanket bog category is the next priority for consideration for Natural Heritage Area designations. Areas of blanket bog not protected within cSACs will be reviewed during 2003. I intend, before the end of this year, to propose those that meet appropriate scientific criteria for designation as statutory natural heritage areas. Most of the areas likely to be suitable for designation were published some years ago as proposed natural heritage areas on a non-statutory basis.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-01-29 00:00:00	Prelude	1290	The Office of the Director of Consumer Affairs took a case to the High Court in 2001 under the European Communities (Unfair Terms in Consumer Contracts) Regulations, 1995, and with the support of my Department. The subsequent High Court Order, December 2001, prohibited the use of 15 "unfair" terms in house building contracts and also prohibited stage payments in house building contracts, which exceed the percentages stipulated in the Irish Home Builders Association, IHBA, code of practice or which exceed "the extent and value of works carried out at the date specified for the payment in question".The IHBA code of practice stipulates that in the case of a purchaser who obtains the title to the site prior to the completion of the transaction, three distinct stage payments may be required, namely at joist level, i.e. 25%; at roof level, i.e. 25%; and at internal plastering stage, i.e. 25%, in addition to a booking deposit, 4%; contract deposit, 11%; and completion payment, 10%. Site costs are the subject of a separate contract.The IHBA code of practice may be accessed on the Construction Industry Federation website at www.cif.ie.
